sample_index,unit_id,utterance_id,law_number,document_uri,annotation_id,concept_status,concept_id,proposed_concept,stance,start_char,end_char,evidence_text,justification
80,utt_efe6539eeb00b9a4cdd8::p0006,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,llm_000,in_codebook,igualdad_universalismo,,support,149,521,"Este es un cambio muy importante, porque el pilar solidario solamente beneficia a quienes están jubilados o pensionados, en cambio este proyecto de ley otorga el beneficio también a aquellos mayores de 65 años de edad que no estén aún jubilados, pero a los cuales se les podrá calcular su pensión a los 65 años y podrán cobrarla independiente de que estén o no trabajando.","{""alternatives"":[{""concept_id"":""control_responsabilidad_individual"",""reason"":""Aunque se menciona si las personas están trabajando, no se atribuye responsabilidad o control sobre la situación previsional ni se usa el trabajo para establecer merecimiento o restricción; se destaca, por el contrario, que no debe operar como condición de acceso.""}],""coding"":""La cita valora como muy importante que el beneficio alcance también a mayores de 65 años no jubilados y que pueda cobrarse estén o no trabajando. Esto presenta una regla de acceso independiente de la situación laboral, compatible con la igualdad de trato entre personas mayores comparables."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""El hablante apoya la ampliación del acceso y la eliminación de la situación laboral como condición para cobrar el beneficio, al calificarla de cambio muy importante."",""uncertainty"":""La cita también puede leerse como una descripción de elegibilidad y no utiliza literalmente los términos igualdad o universalidad. La valoración del cambio y la referencia a cobrar independientemente de trabajar permiten, no obstante, interpretarla como apoyo a la igualdad de acceso.""}"
87,utt_efe6539eeb00b9a4cdd8::p0015,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,llm_000,in_codebook,necesidad_material,,support,26,304,"el instrumento de focalización es el monto de la pensión. Por eso hemos señalado que las personas con pensiones desde 0 a 630.000 pesos recibirán los beneficios; desde 630.000 pesos a 900.000 pesos recibirán, gradualmente, menos, y por sobre 1 millón de pesos no recibirán nada.","{""alternatives"":[{""concept_id"":""conciencia_costos"",""reason"":""Aunque hay umbrales que limitan el acceso, la cita no atribuye esa limitación a costos fiscales, falta de financiamiento o sostenibilidad presupuestaria.""}],""coding"":""La cita establece una regla distributiva graduada que prioriza a quienes tienen pensiones más bajas: reciben mayor protección, mientras que las pensiones más altas reciben menos o ningún beneficio."",""context_evidence"":[{""source"":""next_context"",""text"":""de forma tal de no generar una injusticia en la que una persona con un alto patrimonio reciba el beneficio de una pensión del Estado.""}],""criterion_reference"":""include:2"",""stance"":""La regla apoya que las personas con menores recursos previsionales reciban una protección mayor, en línea con el ancla de necesidad material."",""uncertainty"":""El objetivo no explicita que una pensión baja constituya carencia o necesidad material; esa lectura se basa en la priorización explícita de las pensiones más bajas y se ve aclarada por el contexto inmediato.""}"
88,utt_efe6539eeb00b9a4cdd8::p0016,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,llm_000,in_codebook,necesidad_material,,support,308,441,de forma tal de no generar una injusticia en la que una persona con un alto patrimonio reciba el beneficio de una pensión del Estado.,"{""alternatives"":[{""concept_id"":""reciprocidad_contributiva"",""reason"":""Aunque se menciona que la persona cotizó poco, la cita no sostiene que las cotizaciones generen o nieguen un título moral sobre el beneficio; la razón normativa explícita es el alto patrimonio.""}],""coding"":""La cita propone excluir del beneficio estatal a quien, pese a tener una pensión baja, dispone de un alto patrimonio. El patrimonio opera como criterio de asignación que reserva la protección a personas con menores recursos o mayores necesidades materiales."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""Apoya la idea de que la protección previsional debe priorizar a quienes enfrentan mayores necesidades materiales, al rechazar que una persona rica reciba el beneficio."",""uncertainty"":""La referencia a haber cotizado poco se interpreta como explicación de la baja pensión, no como un criterio normativo independiente de merecimiento contributivo.""}"
94,utt_efe6539eeb00b9a4cdd8::p0023s001,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,llm_000,in_codebook,igualdad_universalismo,,support,438,551,"La gracia es que la pensión garantizada no cae en la medida en que la pensión base aumenta, sino que se mantiene.","{""alternatives"":[{""concept_id"":""capitalizacion_individual"",""reason"":""Aunque el objetivo menciona una pensión autofinanciada, la cita no defiende que las cotizaciones financien individualmente la pensión; solo valora que la garantía no disminuya.""},{""concept_id"":""reciprocidad_contributiva"",""reason"":""No se presenta el trabajo o las cotizaciones como título moral para recibir el beneficio, por lo que la razón central es la uniformidad de la garantía y no la contraprestación contributiva.""}],""coding"":""La expresión valorativa «La gracia» presenta como ventaja distributiva que el beneficio garantizado mantenga el mismo nivel aunque aumente la pensión base, formulando una regla uniforme de protección entre personas con bases distintas."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""Apoya que la protección previsional se otorgue con igualdad de trato o nivel de beneficio, sin reducir la garantía según la pensión base."",""uncertainty"":""La afirmación describe una característica del diseño, pero «La gracia» la presenta explícitamente como una ventaja normativa; esa frontera entre descripción y justificación requiere revisión humana.""}"
97,utt_efe6539eeb00b9a4cdd8::p0027-p0028,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,llm_000,in_codebook,igualdad_universalismo,,support,235,310,esta es una pensión garantizada de vejez para todos los mayores de 65 años.,"{""alternatives"":[],""coding"":""La afirmación presenta la pensión como una garantía dirigida a todas las personas mayores de 65 años, formulando un criterio explícito de cobertura universal."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya que la protección previsional se otorgue universalmente a quienes cumplen el umbral etario."",""uncertainty"":""""}"
97,utt_efe6539eeb00b9a4cdd8::p0027-p0028,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,llm_001,in_codebook,igualdad_universalismo,,support,329,430,los pensionados de invalidez a los 65 años van a entrar al mismo régimen que el resto de los chilenos,"{""alternatives"":[{""concept_id"":""identidad"",""reason"":""Aunque se menciona al resto de los chilenos, la pertenencia nacional no se usa para otorgar prioridad; la proposición central es la igualdad de régimen.""}],""coding"":""La cita establece que los pensionados de invalidez recibirán el mismo régimen que las demás personas al cumplir 65 años, expresando una regla de igualdad de trato."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""Apoya la igualdad de reglas y protección previsional entre personas en condiciones comparables."",""uncertainty"":""""}"
98,utt_efe6539eeb00b9a4cdd8::p0029,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,llm_000,in_codebook,igualdad_universalismo,,support,205,383,"Cualquiera sea la pensión, siempre y cuando esté bajo el millón de pesos, sea vitalicia o pactada, el pensionado va a recibir el complemento de los 185.000 pesos que he señalado.","{""alternatives"":[{""concept_id"":""necesidad_material"",""reason"":""El límite de un millón de pesos funciona como condición de elegibilidad, pero la cita no lo justifica por pobreza, carencia o vulnerabilidad.""}],""coding"":""La cita establece que, bajo la misma condición de ingreso, la modalidad de pensión —vitalicia o pactada— no altera el acceso al complemento, lo que expresa igualdad de trato entre personas comparables."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""Apoya que la protección previsional se otorgue de manera igual con independencia de la modalidad de pensión."",""uncertainty"":""El pasaje formula directamente una regla del proyecto y no desarrolla la igualdad como principio abstracto; se codifica porque la no distinción entre modalidades y el acceso al mismo beneficio son explícitos.""}"
103,utt_f341957cdb85912bc40f::p0001-p0002,utt_f341957cdb85912bc40f,21419,http://datos.bcn.cl/recurso/cl/documento/697505,llm_000,in_codebook,conciencia_costos,,support,45,271,"ingresamos una indicación que vincula la entrada en vigencia de la PGU con la de exenciones tributarias, de manera tal que nuestras pensionadas y pensionados tengan asegurada su pensión con ingresos permanentes para el Estado.","{""alternatives"":[],""coding"":""La indicación condiciona la entrada en vigencia de la PGU a una fuente de ingresos permanentes para el Estado; la exigencia de financiamiento sostenible se usa como razón para regular el despliegue de esta expansión previsional."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""La cita apoya la orientación de que la expansión previsional debe contar con financiamiento fiscal sostenible, pues presenta los ingresos permanentes como condición para asegurarla."",""uncertainty"":""No se afirma literalmente que la PGU sea demasiado costosa o fiscalmente inviable; el código depende de interpretar la exigencia de ingresos permanentes como una condición de sostenibilidad financiera.""}"
104,utt_f341957cdb85912bc40f::p0003,utt_f341957cdb85912bc40f,21419,http://datos.bcn.cl/recurso/cl/documento/697505,llm_000,review,,"Autonomía legislativa frente a atribuciones presidenciales: las competencias exclusivas del Presidente deben interpretarse restrictivamente, dejando al legislador la regulación de los plazos de entrada en vigencia de las leyes previsionales.",support,102,356,"las atribuciones exclusivas del Presidente son una limitación excepcional del proceso de formación de la ley, debiéndose interpretar las atribuciones exclusivas de manera restrictiva, no incluyendo, por tanto, los plazos de entrada en vigencia de la ley.","{""alternatives"":[{""concept_id"":""acuerdos_moderacion"",""reason"":""Es el código procedimental más cercano, pero la cita no invoca acuerdos amplios, compromiso, consenso ni moderación entre posiciones contrapuestas.""}],""coding"":""La cita establece una regla normativa de interpretación constitucional: las atribuciones presidenciales exclusivas son excepcionales y deben interpretarse restrictivamente, regla que se usa para sostener la admisibilidad de una indicación sobre la entrada en vigencia. El libro no contempla la autonomía legislativa ni los límites interpretativos de las competencias presidenciales."",""context_evidence"":[{""source"":""previous_context"",""text"":""Señor Presidente, en la Comisión de Hacienda ingresamos una indicación que vincula la entrada en vigencia de la PGU con la de exenciones tributarias, de manera tal que nuestras pensionadas y pensionados tengan asegurada su pensión con ingresos permanentes para el Estado.""}],""criterion_reference"":""new_concept"",""stance"":""El hablante apoya que el legislador conserve competencia para regular esos plazos, al sostener que no están comprendidos en las atribuciones exclusivas del Presidente."",""uncertainty"":""La propuesta depende de considerar una regla constitucional de admisibilidad como una justificación de la gobernanza previsional; el contexto se usa únicamente para identificar la referencia de «esta indicación».""}"
105,utt_f341957cdb85912bc40f::p0004-p0008,utt_f341957cdb85912bc40f,21419,http://datos.bcn.cl/recurso/cl/documento/697505,llm_000,in_codebook,conciencia_costos,,support,454,573,es incomprensible que algo que tiene gasto permanente en el tiempo no tenga asegurado su financiamiento en el proyecto.,"{""alternatives"":[],""coding"":""La cita vincula el gasto permanente con la exigencia de contar con financiamiento asegurado y presenta su ausencia como un problema de viabilidad financiera."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""Apoya el ancla porque afirma que el proyecto carece de financiamiento asegurado y que esa carencia es inaceptable, en vez de tratarla como un dato neutro."",""uncertainty"":""""}"
108,utt_b9341b57a7bc037f529c::p0003-p0004,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,llm_000,in_codebook,acuerdos_moderacion,,support,356,513,"hoy podemos decir, con mucho agradecimiento, con mucha fuerza y con mucha convicción, que esta vez sí contamos con una oposición constructiva y colaboradora.","{""alternatives"":[{""concept_id"":""actitud"",""reason"":""Aunque se califica la conducta de la oposición, el pasaje no distribuye protección según la actitud de beneficiarios; la razón invocada es la colaboración procedimental entre actores políticos.""}],""coding"":""La colaboración de la oposición se valora explícitamente mediante el agradecimiento y las calificaciones “constructiva” y “colaboradora”, presentándola como una vía positiva para concretar la reforma previsional."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya la proposición de que la colaboración entre posiciones contrapuestas otorga valor y viabilidad al proceso de reforma."",""uncertainty"":""La cita valora claramente la colaboración, pero no afirma de forma literal que el acuerdo otorgue legitimidad democrática; la conexión con acuerdos y viabilidad de la reforma es implícita.""}"
111,utt_b9341b57a7bc037f529c::p0007-p0009,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,llm_000,in_codebook,acuerdos_moderacion,,support,240,383,"una oposición que no pretenderá obstruir con tal de ganar poder, sino que velaremos siempre por el bienestar de los chilenos y de las chilenas.","{""alternatives"":[{""concept_id"":""identidad"",""reason"":""Aunque se menciona el bienestar de los chilenos y las chilenas, la pertenencia nacional no se usa como criterio de prioridad o acceso previsional; el fundamento central es la conducta parlamentaria.""}],""coding"":""La cita compromete a la futura oposición a no obstruir por interés de poder y a contribuir priorizando el bienestar público. Esto presenta una conducta cooperativa y moderada como forma válida de tramitar la reforma previsional."",""context_evidence"":[{""source"":""previous_context"",""text"":""la clase política no era capaz de ponerse de acuerdo en algo tan básico y tan relevante como es el velar por nuestros abuelos y por nuestras abuelas""}],""criterion_reference"":""include:1"",""stance"":""Apoya la orientación del concepto porque rechaza la obstrucción partidista y favorece la contribución de la oposición, en lugar de una estrategia de confrontación por poder."",""uncertainty"":""La cita no emplea literalmente los términos «acuerdo» o «moderación»; la codificación se basa en el compromiso explícito de no obstruir y contribuir, interpretado en el contexto inmediato de una reforma cuyo trámite se vincula con alcanzar acuerdos.""}"
121,utt_c7e697eae3fb40d7e0d7::p0006-p0009,utt_c7e697eae3fb40d7e0d7,21538,http://datos.bcn.cl/recurso/cl/documento/700181,llm_000,review,,Adecuación del cálculo a la pensión efectiva: la PGU debe calcularse mediante un instrumento adecuado a su finalidad para evitar distorsiones en la asignación.,support,0,147,La PAFE es un instrumento de referencia diseñado para otro objetivo. Por esa razón es inconveniente que la PGU dependa directamente de ese cálculo.,"{""alternatives"":[{""concept_id"":""igualdad_universalismo"",""reason"":""La cita cuestiona la adecuación del instrumento de cálculo, pero no invoca explícitamente igualdad o universalidad del acceso.""}],""coding"":""La cita considera inconveniente que la PGU dependa de la PAFE porque esta fue diseñada para otro objetivo; así, justifica que el instrumento de cálculo sea adecuado a la finalidad previsional."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""Apoya la proposición de que el cálculo de la PGU debe adecuarse a su finalidad y no depender de un parámetro que la distorsiona."",""uncertainty"":""El libro no contiene un código específico para la adecuación del parámetro de cálculo al objetivo del beneficio.""}"
121,utt_c7e697eae3fb40d7e0d7::p0006-p0009,utt_c7e697eae3fb40d7e0d7,21538,http://datos.bcn.cl/recurso/cl/documento/700181,llm_001,review,,Adecuación del cálculo a la pensión efectiva: la PGU debe otorgarse y calcularse con base en el monto que cada pensionado recibe efectivamente para evitar distorsiones de asignación y acceso.,support,535,746,"la PGU debe otorgarse y calcularse según el monto de la pensión que efectivamente recibe cada pensionado y no conforme al instrumento denominado PAFE, pues distorsiona la realidad previsional de los pensionados.","{""alternatives"":[{""concept_id"":""igualdad_universalismo"",""reason"":""Aunque la regla puede ampliar el acceso, su fundamento explícito es corregir el criterio de cálculo y la distorsión, no establecer igualdad o universalidad.""},{""concept_id"":""necesidad_material"",""reason"":""Se mencionan montos menores y falta de acceso, pero no se invoca pobreza, vulnerabilidad o carencia material como razón distributiva.""}],""coding"":""La cita prescribe expresamente usar la pensión efectivamente recibida como base para otorgar y calcular la PGU, y justifica esa regla porque la PAFE distorsiona la realidad previsional."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""Apoya la proposición de que la pensión efectiva debe ser el criterio de cálculo de la PGU."",""uncertainty"":""La cita no especifica un principio distributivo existente que explique por qué la pensión efectiva debe prevalecer sobre la PAFE.""}"
121,utt_c7e697eae3fb40d7e0d7::p0006-p0009,utt_c7e697eae3fb40d7e0d7,21538,http://datos.bcn.cl/recurso/cl/documento/700181,llm_002,in_codebook,igualdad_universalismo,,support,885,987,"a fin de permitir que más beneficiarios tengan acceso, en especial quienes al día de hoy no lo tienen.","{""alternatives"":[],""coding"":""La finalidad declarada de la iniciativa es ampliar el acceso a la PGU, especialmente para quienes actualmente quedan fuera, lo que presenta la cobertura como razón para el diseño de la política."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya una protección previsional de acceso más amplio y universal."",""uncertainty"":""La cita no utiliza expresamente las palabras «universal» o «igualdad»; la codificación depende de interpretar la ampliación del acceso a personas excluidas como una apelación a la cobertura universal.""}"
127,utt_50b5d9f8c3d8b247ce23::p0008-p0010,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,llm_000,in_codebook,igualdad_universalismo,,support,146,208,son necesarias para que podamos incorporar a más beneficiarios,"{""alternatives"":[{""concept_id"":""necesidad_material"",""reason"":""No se mencionan pobreza, vulnerabilidad, carencia económica ni necesidades básicas; el argumento se refiere al alcance de la cobertura.""}],""coding"":""La cita presenta como necesaria una medida que permita incorporar a más beneficiarios, justificando así una ampliación del acceso o la cobertura previsional."",""context_evidence"":[],""criterion_reference"":""definition"",""stance"":""Apoya extender la protección previsional a más personas, en línea con una orientación de cobertura más amplia."",""uncertainty"":""No se explicita que el acceso deba ser universal o igual para todas las personas ni se identifica a los nuevos beneficiarios; la codificación interpreta “más beneficiarios” como una expansión de cobertura.""}"
128,utt_cbd165e541e063cf008c::p0001-p0004,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,llm_000,in_codebook,igualdad_universalismo,,support,101,323,"Estos son los debates que vale la pena dar en este Congreso: ampliar el universo de beneficiarios y beneficiarias de la PGU, pasando al criterio de focalización del 10 por ciento de exclusión de toda la población del país.","{""alternatives"":[{""concept_id"":""necesidad_material"",""reason"":""Aunque se menciona la focalización, no se invocan pobreza, vulnerabilidad o carencias como criterio de asignación; la razón explícita es ampliar la cobertura.""}],""coding"":""La ampliación del universo de beneficiarios hasta cubrir a toda la población salvo el 10 por ciento se presenta como una propuesta valiosa, lo que fundamenta una orientación de cobertura previsional amplia o casi universal."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya que la protección previsional tenga un alcance igual o universal, al promover una cobertura poblacional extensa en lugar de una focalización estrecha."",""uncertainty"":""El texto no usa literalmente la palabra «universal», pero la referencia a toda la población y a excluir solo al 10 por ciento sostiene la lectura de cobertura casi universal.""}"
128,utt_cbd165e541e063cf008c::p0001-p0004,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,llm_001,in_codebook,acuerdos_moderacion,,support,478,682,"las y los diputados de la vereda de enfrente nos han tenido en debates espurios, y lo que ofrecen a la ciudadanía son acusaciones constitucionales sin fundamento y restarse de la construcción de acuerdos.","{""alternatives"":[],""coding"":""La construcción de acuerdos se presenta como alternativa valiosa frente a debates calificados de espurios y a la abstención de los adversarios; el pasaje defiende los acuerdos como instrumento para una reforma previsional aprobable."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya la orientación según la cual los acuerdos amplios y la convergencia entre posiciones otorgan valor y viabilidad democrática a la reforma."",""uncertainty"":""La defensa de los acuerdos se formula implícitamente mediante la crítica a quienes se restan de construirlos.""}"
130,utt_cbd165e541e063cf008c::p0007-p0008,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,llm_000,in_codebook,prevision_como_mercado,,oppose,347,643,"Si los grandes capitales de este país y los sectores políticos que los representan en este Congreso Nacional no entienden que es necesario dejar de bloquear los cambios para tener servicios públicos de calidad y, por ejemplo, un buen sistema de pensiones, vamos a seguir fracasando como sociedad.","{""alternatives"":[{""concept_id"":""acuerdos_moderacion"",""reason"":""Aunque se pide dejar de bloquear cambios, la cita no valora acuerdos, compromiso o moderación entre posiciones contrapuestas; el fundamento es la obstrucción atribuida a grandes intereses económicos.""}],""coding"":""La cita atribuye a los grandes capitales y a los sectores políticos que los representan el bloqueo de cambios necesarios para contar con un buen sistema de pensiones. Esto critica la anteposición de intereses económicos o empresariales al derecho social previsional."",""context_evidence"":[],""criterion_reference"":""include:3"",""stance"":""Rechaza que los intereses empresariales o del gran capital obstaculicen la protección previsional, por lo que se opone a su captura o primacía en la organización del sistema."",""uncertainty"":""La cita no menciona expresamente el mercado previsional, las AFP, el lucro ni la administración privada; el código depende de interpretar el bloqueo por grandes capitales como anteposición o captura de intereses empresariales en la previsión.""}"
131,utt_cbd165e541e063cf008c::p0009,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,llm_000,in_codebook,acuerdos_moderacion,,support,0,116,"Para que la PGU se amplíe y las pensiones en Chile suban hay que cambiar las cosas, hay que dejar la intransigencia.","{""alternatives"":[],""coding"":""La cita llama a abandonar la intransigencia como condición para avanzar en una reforma que amplíe la PGU y eleve las pensiones, valorando la moderación frente a posiciones intransigentes."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""Apoya que dejar la intransigencia y converger hacia una solución menos extrema otorga legitimidad y viabilidad a la reforma previsional."",""uncertainty"":""""}"
131,utt_cbd165e541e063cf008c::p0009,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,llm_001,in_codebook,acuerdos_moderacion,,support,117,283,"Así como nuestro sector concurrió al acuerdo con el gobierno anterior para sacar adelante la PGU, tenemos el deber de aprobar la reforma de pensiones y la tributaria.","{""alternatives"":[],""coding"":""La aprobación de la reforma se presenta como un deber fundado en la participación previa en un acuerdo para sacar adelante la PGU; el acuerdo funciona como fundamento procedimental de la reforma previsional."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya la política de acuerdos como base válida para aprobar una reforma previsional."",""uncertainty"":""La cita no detalla el contenido del acuerdo previo, pero lo invoca explícitamente como fundamento del deber de aprobar la reforma.""}"
140,utt_e4905a4527b414754f30::p0002-p0004,utt_e4905a4527b414754f30,21538,http://datos.bcn.cl/recurso/cl/documento/700181,llm_000,review,,Competencia constitucional del Ejecutivo sobre el gasto previsional: las indicaciones previsionales que irrogan gasto deben ser presentadas por el Ejecutivo para ser constitucionalmente admisibles.,support,52,246,"Importante hubiera sido que la indicación que está reponiendo la diputada Ossandón la hubiese presentado el Ejecutivo, quien no solo tiene el deber, sino que, además, tiene el control del gasto.","{""alternatives"":[{""concept_id"":""conciencia_costos"",""reason"":""Aunque se mencionan el control y la generación de gasto, no se afirma que la indicación sea demasiado cara, carezca de financiamiento sostenible o exceda la capacidad fiscal; el fundamento principal es la competencia constitucional para iniciar gasto.""}],""coding"":""La cita formula un deber del Ejecutivo y vincula la presentación de la indicación con su control constitucional del gasto; el bloque usa la falta de esa vía para considerar la indicación inconstitucional y rechazarla."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""El hablante respalda la proposición propuesta, pues considera que la indicación debió ser presentada por el Ejecutivo y vota en contra de la vía que no cumplió ese requisito."",""uncertainty"":""La referencia a que la indicación irroga gastos podría interpretarse como una restricción fiscal, pero el objetivo no desarrolla una evaluación de magnitud, financiamiento o sostenibilidad del gasto.""}"
141,utt_e1a3192cd687754b80cb::p0001-p0002,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,llm_000,in_codebook,ineficiencia_estado,,support,299,431,"por qué ha habido tanta complejidad del Estado para hacerse cargo de personas que, teniendo derecho, no han podido acceder a la PGU.","{""alternatives"":[{""concept_id"":""igualdad_universalismo"",""reason"":""La referencia a personas con derecho y sin acceso puede sugerir un fundamento de acceso igualitario, pero el juicio explícito de este fragmento recae en la complejidad y capacidad del Estado.""}],""coding"":""La cita atribuye al Estado una complejidad que impide o dificulta que personas titulares de un derecho accedan a la PGU, evaluando negativamente su capacidad administrativa."",""context_evidence"":[],""criterion_reference"":""include:2"",""stance"":""La evaluación respalda la proposición de que una administración estatal ineficiente puede amenazar el resguardo efectivo de la protección previsional."",""uncertainty"":""La formulación es interrogativa y no pide explícitamente excluir la administración estatal; se interpreta la complejidad como una crítica normativa a su capacidad administrativa.""}"
141,utt_e1a3192cd687754b80cb::p0001-p0002,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,llm_001,in_codebook,igualdad_universalismo,,support,368,431,"personas que, teniendo derecho, no han podido acceder a la PGU.","{""alternatives"":[{""concept_id"":""ineficiencia_estado"",""reason"":""La barrera también se vincula con la complejidad estatal, pero este fragmento se codifica por el fundamento de acceso basado en un derecho; la crítica a la capacidad del Estado se codifica separadamente.""}],""coding"":""La cita contrapone la titularidad de un derecho previsional con la falta de acceso a la PGU, presentando la realización del acceso como fundamento para la norma."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Respalda que el beneficio debe hacerse efectivo para quienes tienen el derecho, de manera coherente con un acceso previsional entendido como derecho."",""uncertainty"":""No se formula literalmente universalidad o igualdad de trato para toda la población; el código depende de interpretar «teniendo derecho» como fundamento normativo del acceso y no solo como requisito legal.""}"
145,utt_e1a3192cd687754b80cb::p0007,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,llm_000,review,,La elaboración de proyectos previsionales debe consultar previamente a los organismos consultivos relevantes.,support,216,372,"en proyectos futuros de esta naturaleza hay que escuchar antes a este organismo, porque ese es el sentido -si me da un minuto más, Presidente - de la norma.","{""alternatives"":[{""concept_id"":""acuerdos_moderacion"",""reason"":""Aunque se trata de una regla procedimental, la cita no invoca acuerdos amplios, compromiso entre posiciones contrapuestas ni moderación.""}],""coding"":""La cita formula explícitamente una regla sobre cómo deben elaborarse futuros proyectos previsionales: escuchar previamente al organismo consultivo, justificándolo como el sentido de la norma."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""El hablante apoya la consulta previa mediante la expresión “hay que escuchar antes”."",""uncertainty"":""""}"
147,utt_e1a3192cd687754b80cb::p0011-p0013,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,llm_000,review,,Claridad explicativa en la administración previsional: las medidas previsionales deben explicarse de manera clara y didáctica.,support,304,397,"La idea es tratar de explicar, porque hay que ser didácticos también en cuanto a esta medida.","{""alternatives"":[],""coding"":""La expresión «hay que ser didácticos» formula una obligación de explicar la medida de forma comprensible, y no una mera descripción. Este criterio de claridad comunicativa no está incluido en los conceptos del libro."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""La cita apoya la proposición nueva porque presenta la explicación didáctica como una exigencia normativa."",""uncertainty"":""El alcance de la exigencia se limita a la comunicación de esta medida; el texto no establece un estándar más amplio de transparencia.""}"
150,utt_5887570a9b49e010e389::p0005-p0006,utt_5887570a9b49e010e389,21538,http://datos.bcn.cl/recurso/cl/documento/700224,llm_000,in_codebook,igualdad_universalismo,,support,31,121,"como modelo a seguir hacia delante, la pensión garantizada universal es la línea indicada.","{""alternatives"":[],""coding"":""La cita recomienda explícitamente una pensión garantizada universal como modelo de política previsional, respaldando el carácter universal de la protección."",""context_evidence"":[],""criterion_reference"":""include:1"",""stance"":""Apoya que la protección previsional se organice con alcance universal."",""uncertainty"":""""}"
151,utt_7cd26b17943d4ba3d750::p0001-p0003,utt_7cd26b17943d4ba3d750,21735,http://datos.bcn.cl/recurso/cl/documento/704058,llm_000,review,,Cumplimiento de promesas públicas: las promesas de mejorar las pensiones deben cumplirse.,support,629,744,"debemos ser capaces de cumplir con la promesa que les hacemos, que es mejorar las pensiones de chilenas y chilenos.","{""alternatives"":[{""concept_id"":""identidad"",""reason"":""Aunque «chilenas y chilenos» identifica a los destinatarios, la pertenencia nacional no se presenta como razón para priorizar su protección; el fundamento explícito es cumplir una promesa.""}],""coding"":""La expresión «debemos» formula un deber y vincula el mejoramiento de las pensiones con el cumplimiento de una promesa pública. El libro no contempla el cumplimiento de promesas como fundamento normativo autónomo."",""context_evidence"":[],""criterion_reference"":""new_concept"",""stance"":""El hablante apoya que las promesas de mejorar las pensiones deben cumplirse."",""uncertainty"":""La cita no especifica el mecanismo de la reforma ni una regla distributiva adicional; el concepto propuesto requiere revisión humana.""}"
