unit_id,utterance_id,law_number,document_uri,sample_index,status,model,decision,n_annotations,needs_human_review,decision_justification,limitations,quality_flags,validation_errors,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens
utt_e1a3192cd687754b80cb::p0005-p0006,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,144,pending,,,0,,,,[],[],0,0,0,0
utt_e1a3192cd687754b80cb::p0007,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,145,pending,,,0,,,,[],[],0,0,0,0
utt_e1a3192cd687754b80cb::p0008-p0010,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,146,pending,,,0,,,,[],[],0,0,0,0
utt_e1a3192cd687754b80cb::p0011-p0013,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,147,pending,,,0,,,,[],[],0,0,0,0
utt_6bb7528fedab2e4d0bcf::p0001,utt_6bb7528fedab2e4d0bcf,21538,http://datos.bcn.cl/recurso/cl/documento/700224,148,pending,,,0,,,,[],[],0,0,0,0
utt_5887570a9b49e010e389::p0001-p0004,utt_5887570a9b49e010e389,21538,http://datos.bcn.cl/recurso/cl/documento/700224,149,pending,,,0,,,,[],[],0,0,0,0
utt_5887570a9b49e010e389::p0005-p0006,utt_5887570a9b49e010e389,21538,http://datos.bcn.cl/recurso/cl/documento/700224,150,pending,,,0,,,,[],[],0,0,0,0
utt_7cd26b17943d4ba3d750::p0001-p0003,utt_7cd26b17943d4ba3d750,21735,http://datos.bcn.cl/recurso/cl/documento/704058,151,pending,,,0,,,,[],[],0,0,0,0
utt_7cd26b17943d4ba3d750::p0004-p0005,utt_7cd26b17943d4ba3d750,21735,http://datos.bcn.cl/recurso/cl/documento/704058,152,pending,,,0,,,,[],[],0,0,0,0
utt_7cd26b17943d4ba3d750::p0006-p0009,utt_7cd26b17943d4ba3d750,21735,http://datos.bcn.cl/recurso/cl/documento/704058,153,pending,,,0,,,,[],[],0,0,0,0
utt_7036b4b941b90980f209::p0001,utt_7036b4b941b90980f209,21735,http://datos.bcn.cl/recurso/cl/documento/704058,154,pending,,,0,,,,[],[],0,0,0,0
utt_f1c2f0ebc6c9a3c6aad3::p0001-p0003,utt_f1c2f0ebc6c9a3c6aad3,21735,http://datos.bcn.cl/recurso/cl/documento/704058,155,pending,,,0,,,,[],[],0,0,0,0
utt_51df79529d233ae27220::p0001-p0003,utt_51df79529d233ae27220,21735,http://datos.bcn.cl/recurso/cl/documento/704058,156,pending,,,0,,,,[],[],0,0,0,0
utt_51df79529d233ae27220::p0004,utt_51df79529d233ae27220,21735,http://datos.bcn.cl/recurso/cl/documento/704058,157,pending,,,0,,,,[],[],0,0,0,0
utt_51df79529d233ae27220::p0005,utt_51df79529d233ae27220,21735,http://datos.bcn.cl/recurso/cl/documento/704058,158,pending,,,0,,,,[],[],0,0,0,0
utt_51df79529d233ae27220::p0006-p0008,utt_51df79529d233ae27220,21735,http://datos.bcn.cl/recurso/cl/documento/704058,159,pending,,,0,,,,[],[],0,0,0,0
utt_51df79529d233ae27220::p0009-p0012,utt_51df79529d233ae27220,21735,http://datos.bcn.cl/recurso/cl/documento/704058,160,pending,,,0,,,,[],[],0,0,0,0
utt_65fcd885d0b7eb225e42::p0001,utt_65fcd885d0b7eb225e42,21735,http://datos.bcn.cl/recurso/cl/documento/704058,161,pending,,,0,,,,[],[],0,0,0,0
utt_0190986ef5f7dd25716d::p0001,utt_0190986ef5f7dd25716d,21735,http://datos.bcn.cl/recurso/cl/documento/704058,162,pending,,,0,,,,[],[],0,0,0,0
utt_f7a66c00175232d0cba6::p0001-p0003,utt_f7a66c00175232d0cba6,21735,http://datos.bcn.cl/recurso/cl/documento/704058,163,pending,,,0,,,,[],[],0,0,0,0
utt_f7a66c00175232d0cba6::p0004,utt_f7a66c00175232d0cba6,21735,http://datos.bcn.cl/recurso/cl/documento/704058,164,pending,,,0,,,,[],[],0,0,0,0
utt_f7a66c00175232d0cba6::p0005,utt_f7a66c00175232d0cba6,21735,http://datos.bcn.cl/recurso/cl/documento/704058,165,pending,,,0,,,,[],[],0,0,0,0
utt_f7a66c00175232d0cba6::p0006,utt_f7a66c00175232d0cba6,21735,http://datos.bcn.cl/recurso/cl/documento/704058,166,pending,,,0,,,,[],[],0,0,0,0
utt_f7a66c00175232d0cba6::p0007-p0010,utt_f7a66c00175232d0cba6,21735,http://datos.bcn.cl/recurso/cl/documento/704058,167,pending,,,0,,,,[],[],0,0,0,0
utt_1425f080c69204b49cb8::p0001,utt_1425f080c69204b49cb8,21735,http://datos.bcn.cl/recurso/cl/documento/704058,168,pending,,,0,,,,[],[],0,0,0,0
utt_1425f080c69204b49cb8::p0002-p0005,utt_1425f080c69204b49cb8,21735,http://datos.bcn.cl/recurso/cl/documento/704058,169,pending,,,0,,,,[],[],0,0,0,0
utt_ea2b843f01c152f1cf0a::p0001-p0003s001,utt_ea2b843f01c152f1cf0a,21735,http://datos.bcn.cl/recurso/cl/documento/704058,170,pending,,,0,,,,[],[],0,0,0,0
utt_ea2b843f01c152f1cf0a::p0003s002-p0004,utt_ea2b843f01c152f1cf0a,21735,http://datos.bcn.cl/recurso/cl/documento/704058,171,pending,,,0,,,,[],[],0,0,0,0
utt_ea2b843f01c152f1cf0a::p0005s001,utt_ea2b843f01c152f1cf0a,21735,http://datos.bcn.cl/recurso/cl/documento/704058,172,pending,,,0,,,,[],[],0,0,0,0
utt_ea2b843f01c152f1cf0a::p0005s002-p0006,utt_ea2b843f01c152f1cf0a,21735,http://datos.bcn.cl/recurso/cl/documento/704058,173,pending,,,0,,,,[],[],0,0,0,0
utt_69387ded88ff16da2d63::p0001-p0003,utt_69387ded88ff16da2d63,21735,http://datos.bcn.cl/recurso/cl/documento/704058,174,pending,,,0,,,,[],[],0,0,0,0
utt_326222f5c9b2495b47ed::p0001-p0003s001,utt_326222f5c9b2495b47ed,21735,http://datos.bcn.cl/recurso/cl/documento/704058,175,pending,,,0,,,,[],[],0,0,0,0
utt_326222f5c9b2495b47ed::p0003s002-p0004,utt_326222f5c9b2495b47ed,21735,http://datos.bcn.cl/recurso/cl/documento/704058,176,pending,,,0,,,,[],[],0,0,0,0
utt_326222f5c9b2495b47ed::p0005s001,utt_326222f5c9b2495b47ed,21735,http://datos.bcn.cl/recurso/cl/documento/704058,177,pending,,,0,,,,[],[],0,0,0,0
utt_326222f5c9b2495b47ed::p0005s002-p0006,utt_326222f5c9b2495b47ed,21735,http://datos.bcn.cl/recurso/cl/documento/704058,178,pending,,,0,,,,[],[],0,0,0,0
utt_f9920ba262dfd719cd3f::p0001-p0003,utt_f9920ba262dfd719cd3f,21735,http://datos.bcn.cl/recurso/cl/documento/704058,179,pending,,,0,,,,[],[],0,0,0,0
utt_3ce734835c29b694cdf6::p0001-p0004,utt_3ce734835c29b694cdf6,21735,http://datos.bcn.cl/recurso/cl/documento/704058,180,pending,,,0,,,,[],[],0,0,0,0
utt_024ff50c232258d48119::p0001-p0003s001,utt_024ff50c232258d48119,21735,http://datos.bcn.cl/recurso/cl/documento/704058,181,pending,,,0,,,,[],[],0,0,0,0
utt_024ff50c232258d48119::p0003s002-p0004,utt_024ff50c232258d48119,21735,http://datos.bcn.cl/recurso/cl/documento/704058,182,pending,,,0,,,,[],[],0,0,0,0
utt_024ff50c232258d48119::p0005s001,utt_024ff50c232258d48119,21735,http://datos.bcn.cl/recurso/cl/documento/704058,183,pending,,,0,,,,[],[],0,0,0,0
utt_024ff50c232258d48119::p0005s002-p0007,utt_024ff50c232258d48119,21735,http://datos.bcn.cl/recurso/cl/documento/704058,184,pending,,,0,,,,[],[],0,0,0,0
utt_e3a9eed708daa052613f::p0001-p0003s001,utt_e3a9eed708daa052613f,21735,http://datos.bcn.cl/recurso/cl/documento/704058,185,pending,,,0,,,,[],[],0,0,0,0
utt_e3a9eed708daa052613f::p0003s002-p0004,utt_e3a9eed708daa052613f,21735,http://datos.bcn.cl/recurso/cl/documento/704058,186,pending,,,0,,,,[],[],0,0,0,0
utt_e3a9eed708daa052613f::p0005s001,utt_e3a9eed708daa052613f,21735,http://datos.bcn.cl/recurso/cl/documento/704058,187,pending,,,0,,,,[],[],0,0,0,0
utt_e3a9eed708daa052613f::p0005s002,utt_e3a9eed708daa052613f,21735,http://datos.bcn.cl/recurso/cl/documento/704058,188,pending,,,0,,,,[],[],0,0,0,0
utt_6a18689707125b4eec6a::p0001-p0003,utt_6a18689707125b4eec6a,21735,http://datos.bcn.cl/recurso/cl/documento/704058,189,pending,,,0,,,,[],[],0,0,0,0
utt_61101a1951242e60694a::p0001-p0003,utt_61101a1951242e60694a,21735,http://datos.bcn.cl/recurso/cl/documento/704058,190,pending,,,0,,,,[],[],0,0,0,0
utt_2d25f02b3902ab9b3984::p0001-p0003s001,utt_2d25f02b3902ab9b3984,21735,http://datos.bcn.cl/recurso/cl/documento/704058,191,pending,,,0,,,,[],[],0,0,0,0
utt_2d25f02b3902ab9b3984::p0003s002-p0004,utt_2d25f02b3902ab9b3984,21735,http://datos.bcn.cl/recurso/cl/documento/704058,192,pending,,,0,,,,[],[],0,0,0,0
utt_2d25f02b3902ab9b3984::p0005s001,utt_2d25f02b3902ab9b3984,21735,http://datos.bcn.cl/recurso/cl/documento/704058,193,pending,,,0,,,,[],[],0,0,0,0
utt_2d25f02b3902ab9b3984::p0005s002-p0007,utt_2d25f02b3902ab9b3984,21735,http://datos.bcn.cl/recurso/cl/documento/704058,194,pending,,,0,,,,[],[],0,0,0,0
utt_aea0a0edf8c3e18e8fac::p0001-p0002,utt_aea0a0edf8c3e18e8fac,21735,http://datos.bcn.cl/recurso/cl/documento/704058,195,pending,,,0,,,,[],[],0,0,0,0
utt_06d41cf1494d0e34929c::p0001-p0002,utt_06d41cf1494d0e34929c,21735,http://datos.bcn.cl/recurso/cl/documento/704058,196,pending,,,0,,,,[],[],0,0,0,0
utt_68b2030a0c84dbf8d889::p0001-p0003,utt_68b2030a0c84dbf8d889,21735,http://datos.bcn.cl/recurso/cl/documento/704058,197,pending,,,0,,,,[],[],0,0,0,0
utt_0472e786a412933dd014::p0001,utt_0472e786a412933dd014,21735,http://datos.bcn.cl/recurso/cl/documento/704058,198,pending,,,0,,,,[],[],0,0,0,0
utt_a96c05115de991641dea::p0001-p0003s001,utt_a96c05115de991641dea,21735,http://datos.bcn.cl/recurso/cl/documento/704058,199,pending,,,0,,,,[],[],0,0,0,0
utt_a96c05115de991641dea::p0003s002-p0004,utt_a96c05115de991641dea,21735,http://datos.bcn.cl/recurso/cl/documento/704058,200,pending,,,0,,,,[],[],0,0,0,0
utt_a96c05115de991641dea::p0005s001,utt_a96c05115de991641dea,21735,http://datos.bcn.cl/recurso/cl/documento/704058,201,pending,,,0,,,,[],[],0,0,0,0
utt_a96c05115de991641dea::p0005s002-p0007,utt_a96c05115de991641dea,21735,http://datos.bcn.cl/recurso/cl/documento/704058,202,pending,,,0,,,,[],[],0,0,0,0
utt_27fbc12c387a6b54050d::p0001-p0002,utt_27fbc12c387a6b54050d,21735,http://datos.bcn.cl/recurso/cl/documento/704058,203,pending,,,0,,,,[],[],0,0,0,0
utt_656bda46536c745f8745::p0001-p0002,utt_656bda46536c745f8745,21735,http://datos.bcn.cl/recurso/cl/documento/704058,204,pending,,,0,,,,[],[],0,0,0,0
utt_c9cd9283e2919a78c862::p0001-p0003s001,utt_c9cd9283e2919a78c862,21735,http://datos.bcn.cl/recurso/cl/documento/704058,205,pending,,,0,,,,[],[],0,0,0,0
utt_c9cd9283e2919a78c862::p0003s002-p0004,utt_c9cd9283e2919a78c862,21735,http://datos.bcn.cl/recurso/cl/documento/704058,206,pending,,,0,,,,[],[],0,0,0,0
utt_c9cd9283e2919a78c862::p0005s001,utt_c9cd9283e2919a78c862,21735,http://datos.bcn.cl/recurso/cl/documento/704058,207,pending,,,0,,,,[],[],0,0,0,0
utt_c9cd9283e2919a78c862::p0005s002-p0007,utt_c9cd9283e2919a78c862,21735,http://datos.bcn.cl/recurso/cl/documento/704058,208,pending,,,0,,,,[],[],0,0,0,0
utt_9eeb64f8ebe26499dc66::p0001,utt_9eeb64f8ebe26499dc66,21735,http://datos.bcn.cl/recurso/cl/documento/704142,209,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0001,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,210,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0002-p0003,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,211,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0004,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,212,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0005,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,213,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0006-p0007,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,214,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0008,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,215,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0009,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,216,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0010-p0012,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,217,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0013-p0014,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,218,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0015,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,219,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0016-p0017,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,220,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0018,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,221,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0019,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,222,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0020,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,223,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0021,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,224,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0022,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,225,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0023-p0025,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,226,pending,,,0,,,,[],[],0,0,0,0
utt_aeb935d2a93de15b300b::p0026-p0027,utt_aeb935d2a93de15b300b,21735,http://datos.bcn.cl/recurso/cl/documento/704142,227,pending,,,0,,,,[],[],0,0,0,0
utt_36aeae2e2a5a18015e24::p0001,utt_36aeae2e2a5a18015e24,21735,http://datos.bcn.cl/recurso/cl/documento/704142,228,pending,,,0,,,,[],[],0,0,0,0
utt_36aeae2e2a5a18015e24::p0002,utt_36aeae2e2a5a18015e24,21735,http://datos.bcn.cl/recurso/cl/documento/704142,229,pending,,,0,,,,[],[],0,0,0,0
utt_36aeae2e2a5a18015e24::p0003,utt_36aeae2e2a5a18015e24,21735,http://datos.bcn.cl/recurso/cl/documento/704142,230,pending,,,0,,,,[],[],0,0,0,0
utt_36aeae2e2a5a18015e24::p0004-p0005,utt_36aeae2e2a5a18015e24,21735,http://datos.bcn.cl/recurso/cl/documento/704142,231,pending,,,0,,,,[],[],0,0,0,0
utt_36aeae2e2a5a18015e24::p0006,utt_36aeae2e2a5a18015e24,21735,http://datos.bcn.cl/recurso/cl/documento/704142,232,pending,,,0,,,,[],[],0,0,0,0
utt_36aeae2e2a5a18015e24::p0007-p0010,utt_36aeae2e2a5a18015e24,21735,http://datos.bcn.cl/recurso/cl/documento/704142,233,pending,,,0,,,,[],[],0,0,0,0
utt_01d839029b43afc3efb7::p0001s001,utt_01d839029b43afc3efb7,21735,http://datos.bcn.cl/recurso/cl/documento/704142,234,pending,,,0,,,,[],[],0,0,0,0
utt_01d839029b43afc3efb7::p0001s002,utt_01d839029b43afc3efb7,21735,http://datos.bcn.cl/recurso/cl/documento/704142,235,pending,,,0,,,,[],[],0,0,0,0
utt_01d839029b43afc3efb7::p0002s001,utt_01d839029b43afc3efb7,21735,http://datos.bcn.cl/recurso/cl/documento/704142,236,pending,,,0,,,,[],[],0,0,0,0
utt_01d839029b43afc3efb7::p0002s002,utt_01d839029b43afc3efb7,21735,http://datos.bcn.cl/recurso/cl/documento/704142,237,pending,,,0,,,,[],[],0,0,0,0
utt_01d839029b43afc3efb7::p0003-p0005,utt_01d839029b43afc3efb7,21735,http://datos.bcn.cl/recurso/cl/documento/704142,238,pending,,,0,,,,[],[],0,0,0,0
utt_623dc9ff2111e95b6f74::p0001,utt_623dc9ff2111e95b6f74,21735,http://datos.bcn.cl/recurso/cl/documento/704142,239,pending,,,0,,,,[],[],0,0,0,0
utt_6f7820b46d73a1324e7f::p0001-p0002,utt_6f7820b46d73a1324e7f,21735,http://datos.bcn.cl/recurso/cl/documento/704142,240,pending,,,0,,,,[],[],0,0,0,0
utt_6f7820b46d73a1324e7f::p0003,utt_6f7820b46d73a1324e7f,21735,http://datos.bcn.cl/recurso/cl/documento/704142,241,pending,,,0,,,,[],[],0,0,0,0
utt_6f7820b46d73a1324e7f::p0004-p0006,utt_6f7820b46d73a1324e7f,21735,http://datos.bcn.cl/recurso/cl/documento/704142,242,pending,,,0,,,,[],[],0,0,0,0
utt_79ab882852be51254a74::p0001-p0004,utt_79ab882852be51254a74,21735,http://datos.bcn.cl/recurso/cl/documento/706982,243,pending,,,0,,,,[],[],0,0,0,0
utt_5b072a8761eaaeb69a95::p0001-p0005,utt_5b072a8761eaaeb69a95,21735,http://datos.bcn.cl/recurso/cl/documento/706982,244,pending,,,0,,,,[],[],0,0,0,0
utt_f9a12be6ade31954e98d::p0001-p0006,utt_f9a12be6ade31954e98d,21735,http://datos.bcn.cl/recurso/cl/documento/706982,245,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0001-p0003,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,246,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0004,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,247,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0005,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,248,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0006-p0008,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,249,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0009-p0011,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,250,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0012-p0015,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,251,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0016-p0018,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,252,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0019-p0021,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,253,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0022-p0024,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,254,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0025-p0028,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,255,pending,,,0,,,,[],[],0,0,0,0
utt_4389d9d793ea3e8c57b1::p0029-p0031,utt_4389d9d793ea3e8c57b1,21735,http://datos.bcn.cl/recurso/cl/documento/706982,256,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0001-p0004,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,257,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0005-p0008,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,258,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0009,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,259,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0010-p0011,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,260,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0012-p0013,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,261,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0014-p0015,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,262,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0016-p0017,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,263,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0018,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,264,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0019-p0020,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,265,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0021,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,266,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0022-p0024,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,267,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0025-p0028,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,268,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0029-p0030,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,269,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0031-p0038,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,270,pending,,,0,,,,[],[],0,0,0,0
utt_b51055534a89e5644eaf::p0039-p0042,utt_b51055534a89e5644eaf,21735,http://datos.bcn.cl/recurso/cl/documento/706982,271,pending,,,0,,,,[],[],0,0,0,0
utt_1e20d255a664c285e17d::p0001-p0005,utt_1e20d255a664c285e17d,21735,http://datos.bcn.cl/recurso/cl/documento/706982,272,pending,,,0,,,,[],[],0,0,0,0
utt_1e20d255a664c285e17d::p0006-p0009,utt_1e20d255a664c285e17d,21735,http://datos.bcn.cl/recurso/cl/documento/706982,273,pending,,,0,,,,[],[],0,0,0,0
utt_7d0171f117b7fc1b127b::p0001-p0003,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,274,pending,,,0,,,,[],[],0,0,0,0
utt_7d0171f117b7fc1b127b::p0004,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,275,pending,,,0,,,,[],[],0,0,0,0
utt_7d0171f117b7fc1b127b::p0005,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,276,pending,,,0,,,,[],[],0,0,0,0
utt_7d0171f117b7fc1b127b::p0006,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,277,pending,,,0,,,,[],[],0,0,0,0
utt_7d0171f117b7fc1b127b::p0007-p0008,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,278,pending,,,0,,,,[],[],0,0,0,0
utt_7d0171f117b7fc1b127b::p0009,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,279,pending,,,0,,,,[],[],0,0,0,0
utt_7d0171f117b7fc1b127b::p0010,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,280,pending,,,0,,,,[],[],0,0,0,0
utt_7d0171f117b7fc1b127b::p0011,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,281,pending,,,0,,,,[],[],0,0,0,0
utt_7d0171f117b7fc1b127b::p0012-p0014,utt_7d0171f117b7fc1b127b,21735,http://datos.bcn.cl/recurso/cl/documento/706982,282,pending,,,0,,,,[],[],0,0,0,0
utt_f2b241f4251af4363e28::p0001-p0006,utt_f2b241f4251af4363e28,21735,http://datos.bcn.cl/recurso/cl/documento/706982,283,pending,,,0,,,,[],[],0,0,0,0
utt_f2b241f4251af4363e28::p0007,utt_f2b241f4251af4363e28,21735,http://datos.bcn.cl/recurso/cl/documento/706982,284,pending,,,0,,,,[],[],0,0,0,0
utt_f2b241f4251af4363e28::p0008-p0010,utt_f2b241f4251af4363e28,21735,http://datos.bcn.cl/recurso/cl/documento/706982,285,pending,,,0,,,,[],[],0,0,0,0
utt_f2b241f4251af4363e28::p0011-p0012,utt_f2b241f4251af4363e28,21735,http://datos.bcn.cl/recurso/cl/documento/706982,286,pending,,,0,,,,[],[],0,0,0,0
utt_f2b241f4251af4363e28::p0013-p0016,utt_f2b241f4251af4363e28,21735,http://datos.bcn.cl/recurso/cl/documento/706982,287,pending,,,0,,,,[],[],0,0,0,0
utt_77f763d2c27104f56672::p0001-p0004,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,288,pending,,,0,,,,[],[],0,0,0,0
utt_77f763d2c27104f56672::p0005-p0007,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,289,pending,,,0,,,,[],[],0,0,0,0
utt_77f763d2c27104f56672::p0008,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,290,pending,,,0,,,,[],[],0,0,0,0
utt_77f763d2c27104f56672::p0009-p0010,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,291,pending,,,0,,,,[],[],0,0,0,0
utt_77f763d2c27104f56672::p0011-p0013,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,292,pending,,,0,,,,[],[],0,0,0,0
utt_77f763d2c27104f56672::p0014-p0015,utt_77f763d2c27104f56672,21735,http://datos.bcn.cl/recurso/cl/documento/706982,293,pending,,,0,,,,[],[],0,0,0,0
